review,rating,place_index,sentiment
"Đồ_ăn nóng_hổi , các bạn nhân_viên nhiệt_tình , vui_vẻ với khách , bác bảo_vệ tận_tình . 10Đ 🥰",5,0,positive
Ngon lắm mn ơi . Qua ăn thử nha . Chi_nhánh này okla lắm . Nhân_viên dễ_thương lắm mn ạ ( nhất là bạn Ngọc_Huỳnh ạ ),5,0,positive
"Ghé vào buổi tối , dù hơi đông , nên không tránh được thiếu_sót , nhưng nhân_viên nhiệt_tình , niềm_nở , gà thì nóng giòn . Vẫn quyết_định cho quán 5 sao 😄",5,0,positive
"Ghé ăn trưa cùng mấy chị_em văn_phòng , quán mát_mẻ đồ ăn lên nhanh 👍 rất hài_lòng với cách phục_vụ của quán , sẽ ghé nhiều lần nữa",5,0,positive
"Mình thích món buger gà nướng của KFC nhất , hay đi học về tạt qua đường Phan_Huy_Ích mua cho mình với đứa em nữa . Gà mềm , vị ngon lắm nha mọi người nên thử , nhân_viên cũng dễ_thương nữa . Ủng_hộ dài_dài 🥰",5,0,positive
"Đồ_ăn nóng_hổi , vị rất ngon . Nv hỗ_trợ nhiệt_tình và chu_đáo",5,0,positive
Món ngon nhân_viên phục_vụ rất nhiệt_tình và rất là dễ_thương,5,0,positive
"Phục_vụ nhanh_chóng , đồ ăn ngon , nhân_viên thân_thiện 10đ",5,0,positive
Gà giòn ngon nhân_viên vui_vẻ hong đợi lâu lắm,5,0,positive
Mua mang về - có đợt khuyến_mãi 68k mua hết 2 lần ăn no nên luôn . Chọn gà cay ngon xĩu,5,0,positive
"quá oke lắm có anh phục dụ đẹp_trai , hình_như tên Hải , A. Hải ơi em yêu anh mất rùi , i love bb",5,0,positive
"Đồ ăn ngon , nhân_viên nhiệt_tình",5,0,positive
Đồ ăn ngon khu_vực sạch_sẽ nhân_viên nhiệt_tình lm việc nhiệt_tình có năng_lực,5,0,positive
"Nhân_viên thân_thiện , gà ngon lắm nha",5,0,positive
Đồ ăn ngon nhân_viên tư_vấn nhiệt_tình quán ăn sạch_sẽ,5,0,positive
"Ở đây món gà 🐔 quay ăn ngon . Gà rán KFC chỗ khác có tẩm ướp hay không thì không biết . Chỗ mình ăn thấy gà không ướp vị sẽ có người thích , người không thích . Ok nhé !",4,0,positive
"trải nghiệm tuyệt_vời , sẽ quay lại . Anh của mình là Hải thích chỗ này lắm 🥰",5,0,positive
"Đồ ăn rất vừa_miệng , nhân_viên rất nhiệt tìn . Mình rất thích khoai_tây chiên ở KFC",5,0,positive
Gà ngon thì thôi nhé . Mấy bé chào_đón nhiệt_tình . Sẽ ủng_hộ quài quài,5,0,positive
"Gà tươi , ngon , nhân_viên nhiệt_tình , phục_vụ chu_đáo .",5,0,positive
"Nhận_viên nhiệt_tình thân_thiện , không_gian thoáng mát",5,0,positive
"Quán sạch_sẽ , đồ ăn nóng_hổi , nhân_viên nhiệt_tình ❤ ️",5,0,positive
Nhà_hàng sạch sẽ gà ăn rất ngon mềm,5,0,positive
"Phục_vụ tốt , không_gian thoáng mát , nhân_viên vui_vẻ nhiệt_tình",5,0,positive
"Nhà_hàng sạch , mát_mẻ , đồ ăn rất OK , 10đ tuyệt_vời",5,0,positive
"Gà ngon , nhân_viên thân_thiện phục_vụ nhanh",5,0,positive
"Nhân_viên và Quản_lý nhiệt_tình , thân_thiện và rất hiếu_khách . Trải nghiệm rất tuyệt . NNH",5,0,positive
"Đồ ăn ngon , nhân_viên phục_vụ rất nhiệt_tình . Mình sẽ ghé quán này dài_dài nha .",5,0,positive
Đơn_giản là có thiện_cảm với quán nên đánh_giá 5s,5,0,positive
"Đồ ăn ngon như mẹ nấu , mãi_mãi quay lại",5,0,positive
"Khi tôi đặt 5 cánh_gà . Thì thứ tôi muốn là nhận được là 5 cánh_gà . Chứ ko phải 1 cánh_gà và 4 cái ' không phải cánh_gà ' . Nếu tôi muốn ăn đùi gà thì tôi sẽ đặt đùi gà , nên đừng tự_ý thay cánh_gà bằng đùi gà . Làm_ăn như_vậy là gian_dối khách_hàng",1,0,negative
"nhà_hàng sạch_sẽ , thức_ăn ngon , nhân_viên vui_vẻ nhiệt_tình , có pé quản_lí xinh sỉu",5,0,positive
Mình sẽ quay lại vì đồ ăn ngon tuyệt,5,0,positive
"Nhân_viên nhanh_nhẹn , phục_vụ mau_lẹ , có bạn quản_lý nữ siêu dễ_thương 10đ < 3",5,0,positive
"Đồ ăn vừa_miệng , nhân_viên nhiệt_tình , sạch_sẽ",5,0,positive
"Đu , Bạn Nhân_Viên Nguyễn_Quốc_Truyền ( Cu_Bi ) Hoạt_Bát Nhanh_Nhẹn Hỗ_Trợ Kịp_Thời Nhu_Cầu Khách_Hàng , Vote Bạn 5 Sao .",5,0,positive
"Rất là thích ăn_ở đây , siêu ngon",5,0,positive
Đồ ăn ngon chỗ ngồi sạch_sẽ nhân_viên nhiệt_tình,5,0,positive
"Nhân_viên dễ_thương quản_lý dễ_thương , nói_chuyện nhiệt_tình vui_vẻ cảm_ơn rất nhiều",5,0,positive
KFC siêu tuyệt_vời nhân_viên và quản_lý dễ_thương thân_thiện 100đ,5,0,positive
Trải nghiệm tuyệt_vời vào 1 buổi trưa nóng_bức,5,0,positive
"Bé nhân_viên có bầu nói_chuyện rất lịch_sự và vui_vẻ với khách_hàng ! Lúc mình ghé đông nhưng ra món cũng nhanh không đến nổi lâu như trong Aeon ... . Gà ngon giòn , món khoái_khẩu của mình",5,0,positive
"Đồ ăn ngon , món làm nhanh , nhân_viên phục_vụ nhiệt_tình",5,0,positive
"Trải nghiệm quá tuyệt_vời , đồ ăn quá ngon 🩷 🩷 🩷 🩷 🩷 🩷 🩷",5,0,positive
"Nhân_viên nhiệt_tình , chu_đáo .",5,0,positive
Đồ ăn ngonn . Không_gian sạch_sẽ . Nhân_viên nhiệt_tình .,5,0,positive
Phục_vụ tốt rất hài_lòng,5,0,positive
"Gọi gà nướng , bắt ngồi chờ 20 ’ để lấy gà nướng xong mang về mở ra là gà rán : ) đau răng k ăn được phải bỏ , lần cuối đi ở đây nhé",1,0,negative
"Đồ ăn ngon , gà rán bên ngoài giòn trong mềm , nhân_viên nhiệt_tình dễ_thương .",5,0,positive
"So good , có món bánh trứng mới ngon , 61 k 4 cái",5,0,positive
"Thanh gà trong combo mới quá dở , đừng ai gọi nhé , ăn nhiều gà đã ngắn tặng cho 2 thanh gà khô_khốc cứng_ngắc , ai duyệt món này z trời",2,0,negative
"Gà ngon ! ! ! ! Tuyệt_vời ! ! ! ! ! ! Không_gian sạch_sẽ , phục_vụ cực_kì tốt",5,0,positive
Gà rán ngon ! Luôn_luôn ủng_hộ,5,0,positive
Chị quản_lý xinh quá có bồ chưa nhờ mong được trả_lời ạ,5,0,positive
"Nv thân_thiện , ko gian quán ok",5,0,positive
"Đặt_hàng trên Shopee food nhưng làm thiếu món , liên_hệ complain để được hỗ_trợ thì nói đợi check đơn nhưng hơn 30p mới giao lại món . Đói mà phải đợi lâu hết muốn ăn , nên xem_lại cách training của cửa_hàng .",1,0,negative
Nhân_viên nhiệt_tình dễ_thương xinh_đẹp,5,0,positive
"Dịch_vụ rất tốt , cô quản_lý xinh_đẹp dễ_thương .",5,0,positive
"Gà ngon , mình rất thích nhân_viên ở đây , nhiệt_tình , nên ghé ủng_hộ cửa_hàng",5,0,positive
"Làm_ăn cà_chớn , đã đặt từ sáng sớm , còn gọi điện lên tổng_đài xác_nhận lại . Cuối_cùng sát h giao hàng lại nói là k đủ món mình đặt , nhờ chuyển qua món khác . Sợ_lunz",1,0,negative
"Làm_ăn tệ_hại , bỏ tiền ra mua mà không có món mình thich , đặt đùi thi luôn bán cánh và má đùi ga , không bao_giờ khach hỏi có đùi gà , làm_ăn kiểu lợi_nhuận bố_láo , 1cửa hàng gà rán không nên ghé , 1 cái quán rất nhiều nguời chê nhưng giờ mới trải nghiệm .",1,0,negative
"Bé thu_ngân dễ_thương , đáng iu , xứng_đáng triệu ngôi saoooo",5,0,positive
"Quản_lý siêu dễ_thương ❤ ️ , nhân_viên thân_thiện . Amazing ! !",5,0,positive
Quản_lí dễ_thương_nhân_viên nhiệt_tình nơi đáng để trãi nghiệm,5,0,positive
"Thái_độ nhân_viên bạn nữ khi mình muốn tư_vấn thì thái_độ ko nhiệt_tình , trả_lời qua_loa , nếu mệt_mỏi thì có_thể nghỉ ở nhà còn nếu đã đi làm rồi , nhất là ngành dịch_vụ thì dẹp ngay cái thái_độ đó với KH. Sẽ không quay lại CN này 1 lần nào nữa . Tối 20h Ngày 11 / 04 / 2024",1,0,negative
"các bạn nhân_viên ở đây thân_thiện , sản_phẩm luôn nóng giòn , tôi thích ăn gà giòn cay ở đây , gà to ngon",5,0,positive
"Nhân_viên nhiệt_tình , gà cay quá ngon , tuyệt_vời , sẽ quay lại KFC Phan_Huy_Ích vào time tới",5,0,positive
"Mấy cháu nhân_viên rất ngoan_ngoãn dễ_thương , bé nhân_viên rất nhiệt_tình giúp_đỡ tôi",5,0,positive
Nhân_viên nhiệt_tình nên cảm_giác ăn rất ngon,5,0,positive
"Nhân_viên ăn_nói mất_dạy bố_láo , nạt_nộ khách_hàng , thái_độ không tôn_trọng khác hàng khi tui order đồ ăn vào lúc 21 : 20 01 / 05 / 2024",1,0,negative
"Nhân_viên cười rất tươi , đặt biệt là bạn đeo kính , bạn rất niềm_nở và nhiệt_tình , đồ ăn ngon , đánh_giá 5 sao",5,0,positive
"Nv vui_tính thân_thiện , XINH",5,0,positive
Đồ ăn ngon bác bảo_vệ thân_thiện nhưng thái_độ phục của bạn oder bạn đeo kính rất khó_chịu nhé 🙂,2,0,negative
"Nhân_viên và cả chị quản_lý trông nhiều năng_lượng , vui_vẻ , hoạt_bát .",5,0,positive
"Gà rán bên này ổn , các bạn nhân_viên nhiệt_tình chu đoá",5,0,positive
"Nhân_viên nhiệt_tình , không_gian đẹp",5,0,positive
Không_gian thoáng mát nhân_viên nhiệt_tình,5,0,positive
"Mua cho mấy đứa em ăn , tụi nó khen ngon",4,0,positive
"Gà ngon , nhân_viên thân_thiện",5,0,positive
"So với các chi_nhánh xung_quanh thì ở đây mình cảm_thấy mọi thứ đều vượt_trội hơn . Gà rán giòn , nóng , trong mọng nước ; Burger vừa ăn , không bị nguội , không bị xìu nhưng các quán khác . Bạn ship đồ ăn nói_chuyện nhỏ_nhẹ , dễ_thương . Nói_chung là không có điểm gì làm mình không hài_lòng cả . Cảm_ơn quán đã cho mình 1 bữa trưa thật hoàn_hảo .",5,0,positive
"Phục_vụ nhiệt_tình , làm món nhanh . Điểm_trừ là không_gian hơi nhỏ nên các bé khó chạy nhảy và không có thanh_toán momo hay chuyển_khoản .",4,0,positive
"Chị su Thanh_Nhi dthw xĩu , chị train rất nhiệt_tình",5,0,positive
Nhân_viên dễ_thương 😍,5,0,positive
Quán_ok,5,0,positive
"Ăn ngon , mát_mẻ",5,0,positive
"Nhân_viên thân_thiện nhiệt_tình , môi_trường sạch_sẽ",5,0,positive
"Lần thứ 3 mua hàng tại cửa_hàng mình đều nhận lại thái_độ phục_vụ quá tệ của nhân_viên ! ! Không nói về việc chờ_đợi nhưng khách_hàng order khi hỏi tới chương_trình khuyến_mãi của Kfc thì tỏ ra thái_độ thẩy menu cho khách tự chọn ! ! Phục_vụ quá tệ , nếu_như k tiện đường mình đi làm vè thì sẽ không bao_giờ ghé lần thứ 3 như_vậy",1,0,negative
Đặt grab mua milo thì hộp milo bị hở rỉ sữa ? ? ?,1,0,negative
"Thời_gian chờ lâu , ord dặn 2 miếng ức nhưng chờ xong thì lại đem ra 1 ức 1 đùi .",1,0,negative
"Nhân_viên nhiệt_tình , vui_vẻ",5,0,positive
"NH sạch_sẽ , không_gian quán đẹp , đồ ăn ngon đảm_bảo chất_lượng 👍 👍",5,0,positive
"Đồ ăn ngon số 1 , cho chưa ăn nên ghé 1 lần . KFC SO GOOD ! ! ! !",5,0,positive
Không_gian hơi nhỏ . Còn lại ok,5,0,positive
Gà ngon như nyc v,5,0,positive
Đồ ăn ngon tuyệt,5,0,positive
Nhân_viên thân_thiện,5,0,positive
"29 / 11 / 2021 mình có đặt bên kfc 2 phần cơm gà quay tiêu và 1 combo gồm 2 gà và 1 khoai_tây chiên + coktail ổi . Mở ra gói tương_ớt thứ 2 thì bị hư có mùi rất lạ , đên phần gà thì thật_sự thua ca những quán lề_đường , vỏ gà thì mềm nhũng , thịt gà thì nguội_lạnh , phần khoai_tây chiên thì giống như đê từ luac sáng rồi mới đem giao vậy . Không bao_giờ ăn bên KFC nữa , quá thất_vọng",1,0,negative
Gà ngon bổ rẻ,5,0,positive
"Đồ ăn ngon , lần sau sẽ ghé nữa",5,0,positive
"Nóng_nực , thái_độ của bạn nhân_viên áo trắng rất khó_chịu",2,0,negative
Đồ ăn ngon .,5,0,positive
"Khuyên các bạn mua mang về thì nhớ kiểm_tra kĩ xem đã đủ chưa trước khi bước ra khỏi cửa_hàng , mình mua mang về lần nào cũng bị thiếu , có khi vội quá quên check về tới nhà mở ra tức không muốn nói , gọi hỏi nhân_viên thì nhân_viên trả_lời ngang_ngược . Rất tệ ! ! !",1,0,negative
Quá ngon,5,0,positive
"Đồ ăn_ở đây ngon , nhưng không_gian quán hơi bé và đợi món hơi lâu",4,0,positive
Muốn ăn 1 miệng gà thì ta phải giành 30 - 45 phút để chờ_đợi ( trong khi quy đinh KFC thì nó chỉ mất 20phút ),1,0,negative
Gà giòn ngon . Quán sạch đẹp . Nhân_viên thân_thiện . Chờ món hơn 20 p .,4,0,positive
"Vẫn như ngày nào , ok . Chỉ có_điều không_gian khá nhỏ , và chờ khá lâu",4,0,positive
👍 …,5,0,positive
"Quán sạch đẹp , phục_vụ nhanh_nhẹn chuyên_nghiệp . Đồ ăn ngon , giá hợp_lý",4,0,positive
"chị su Thanh_Nhi dthw xĩu , train rất nhiệt_tình ~ ~ ~ ~",5,0,positive
Mặc_dù tối muộn mà anh_chị vẫn phục_vụ tận_tình ! ! !,5,0,positive
Rất ngon và tboangs mát,5,0,positive
Ngon_tuyệt,5,0,positive
Đồ ăn ngon nhma chờ hơi lâu,4,0,positive
"Gà ngon nha , nhân_viên thân_thiện",5,0,positive
"nhân_viên chậm , để khách_hàng đợi_chờ , không thối tiền cho khách .",1,0,negative
Ngon lắm nha,5,0,positive
"Ngon , phục_vụ nhanh_nhẹn . Không_gian hơi nhỏ .",5,0,positive
Tuỵttt_🥰,5,0,positive
👍 👍 👍,5,0,positive
Đồ ăn ngon_miệng,5,0,positive
Quá_ok,5,0,positive
Nv dễ_thương,5,0,positive
"Ăn ngon , không_gian tốt",5,0,positive
"Bố_trí cửa hông để giao hàng cho shiper rất hay , nên nhân rộng .",4,0,positive
Cũng là KFC nhưng gà ở đây ngon hơn chỗ khác .,5,0,positive
Ngon_tuyệt,5,0,positive
Mua hàng mang đi chờ khá lâu,3,0,neutral
KFC nay có thêm món mới . Gà giòn sốt_cay rất ngon,5,0,positive
Ngon,5,0,positive
Gà đúng vị của KFC,5,0,positive
chị ú ú deth vãi íii,5,0,positive
"phục_vụ tốt , nhân_viên lịch_sự",5,0,positive
Quan rat la_ok,5,0,positive
"Mới mở , sạch_sẽ và phục_vụ nhanh_nhẹn",5,0,positive
Địa_điểm quen_thuộc của Mẹ_Con tớ : ),5,0,positive
Ngon,5,0,positive
Ngon nhanh gon lẹ,5,0,positive
Ngon,5,0,positive
Đồ ăn ngon,5,0,positive
Hết gà quá sớm !,5,0,positive
Ngon,5,0,positive
ok phục_vụ đàng_hoàng,4,0,positive
"Thức nóng , giòn , ngonn",5,0,positive
Tốt,5,0,positive
Rất tốt,5,0,positive
Ngon,5,0,positive
Đóng_cửa vì dịch COVID,4,0,positive
Ngon,5,0,positive
Cô ấy thật quyến_rũ và hấp_dẫn khiến tôi không_thể rời mắt khỏi cô ấy 😍 .,5,0,positive
Nhân_viên rất hữu_ích . Đồ_ăn nóng,5,0,positive
Okiii thôi nào,5,0,positive
Được rồi,5,0,positive
Ngonnnnn,5,0,positive
ĐẾN,5,0,positive
Được rồi,4,0,positive
được rồi mất đi,5,0,positive
Ngonnnnn,5,0,positive
Họ nên có nước sốt trong máy_bơm chứ không phải sốt cà_chua .,5,0,positive
Được rồi,3,0,neutral
Thời_gian chờ_đợi luôn dài,5,0,positive
ĐẾN,2,0,negative
Tốt !,5,0,positive
Được rồi,4,0,positive
"Quán làm đồ ăn lâu , lúc mình order là khách có 2 - 3 người thôi , quán kêu đợi quán 7p là có món xong mình đi mua đồ , đi đổ xăng , đi vòng_vòng quay lại thì quán kêu còn 6p nữa là có món nha chị 😀 ? ? ?",3,1,neutral
"Nhân_viên nhiệt_tình , gà giòn ngon . Không_gian mát_mẻ",5,1,positive
"Mình có gọi combo 2 ng và trong hình có khoai_tây nghiền và salad trộn , khu nvien tư_vấn bảo có muốn đổi saladvthanhf kt chiên ko mình đồng_ý . Rồi hồi lại bảo đổi là cả phần kt nghiền luôn , tư_vấn tệ ko nói rõ . Quán mở ngạc khá lớn",3,1,neutral
"Tương cà bên kfc vẫn đặc_trưng như hồi bé hay ăn . . Không_gian oke , có máy order tự_động , vỉa_hè để xe rộng . . Lần đầu ăn thử Mì ý , rất dở = ) ) ) ) sợi cứng , sốt ít , mà cái vị của sốt cx rất kì . Hơi thất_vọng",4,1,positive
Quán sạch_sẽ đồ ăn ngon đặc_biệt có bạn nữ kia xinh quá hình_như tên Quỳnh_Như,5,1,positive
"Nhà_hàng thoáng mát , chỗ xu xe rộng , chú bảo_vệ dễ_thương , nhân viẻn thân_thiện giá_cả ok , nhiều ctrkm",5,1,positive
"Thức_ăn ngon , nóng giòn . Nv nhiệt_tình , order tận_tâm",5,1,positive
"Bạn nam áo trắng cashier tư . Vấn nhiều combo giá rẻ thích thật , hai bạn đều bắt phần ăn nhanh . Thời_gian rảnh tôi sẽ ghé quài nhé",5,1,positive
"Nhà sàng sạch_sẽ thoáng mát bảo_vệ để thương , NV rất thân_thiện tuyệt món ngon",5,1,positive
Đồ ăn ngon nhân vien nhiet tinh qly de thuong,5,1,positive
"Nhân_viên dễ_thương , phục_vụ nhiệt_tình",5,1,positive
"Kiểu gà ăn cứ bị dầu . Cơm thì khô mà , trên bàn lúc mình đến thì chưa dọn đồ ăn thấy bàn nào cũng có rác ngoài_ra chỗ lấy tương , tương rơi nhiều chỗ mà cũng không dọn . Nhưng nv cũng khá nhiệt_tình .",2,1,negative
"Dịch_vụ đặt món ăn , chăm_sóc khách_hàng rất ổn . Bạn nhân_viên Mỹ_Hương rất nhiệt_tình .",5,1,positive
"đồ ăn ngon nhân_viên với quản_lí dễ_thương lắm , thân_thiện , hỗ_trợ khách nhiệt_tình 🥰",5,1,positive
"Nhân_viên dễ_thương , tu van tot . Quan_ly nhiet tinh , phuc vụ nhanh , đúng . Đồ ăn ngon .",5,1,positive
"Nhân_viên phục_vụ nhanh , đồ ăn ngon ! !",5,1,positive
Đươc nhan vien tu van combo 99k sieu re ; thich cach phuc vu hom nay,5,1,positive
"Nhân_viên thật tệ , thái_độ , oder ko thèm đưa hoá_đơn , oder mà cứ lo dọn đưa thiếu món không chịu làm món đợi lại hỏi rrrr mới chịu làm lạy thật_sự",1,1,negative
"Đồ ăn ngon , món mới cũng ngon , bánh trứng của kfc là đỉnh nhất , hương_vị tuổi_thơ . Bây_giờ lớn rồi vẫn thích ăn",5,1,positive
"Thức_ăn ngon , quản_lý dễ_thương . Nhân_viên nhiệt_tình tư_vấn tốt",5,1,positive
"Nhân_viên dễ_thương , phục_vụ tốt",5,1,positive
"Nv thân_thiện , không_gian bài xe rộng_rãi thoáng . Menu phong_phú sp nóng giòn",5,1,positive
"Món ngon , phục_vụ tốt nè .",5,1,positive
"Trên cả sự tuyệt_vời , món gà truyền_thống rất đậm vị và ngon thơm , thớ thịt nóng_hổi . trang_trí đep",5,1,positive
"Mua mang về phục_vụ nhanh , đồ ăn ngon",5,1,positive
Nhân_viên dễ_thương sạch_sẽ đồ ăn ngon nóng,5,1,positive
I love this place and the worker is so cute . I think this place should get 10 star instead of 5 star,5,1,positive
Đồ ăn ngon lắm nhaaa,5,1,positive
"Nhân_viên chu_đáo , dễ_thương , đồ ăn ngon",5,1,positive
Đồ ăn ngon nhân_viên tuyệt_vời,5,1,positive
"hôm mình đi ăn có tiệc sinh_nhật , các bạn khá năng_động và đông nhưng nhân_viên vẫn phục_vụ nhanh_chóng , hỗ_trợ hết_mình , trang_trí sinh_nhật cũng rất xinh",5,1,positive
"Vì nhiều chi_nhánh , gần nhà nên tiện đi_lại bất_kỳ lúc_nào . nhưng gà không_thể ngon bằng Jollibee được .",5,1,positive
"Nhà_hàng_phục_vụ tốt , đồ ăn ngon . Nhân_viên nhiệt_tình , sạch_sẽ . Ok sẽ ghé lại .",5,1,positive
"Nhân_viên nhiệt_tình tư_vấn các chương_trình khuyến_mãi , món ăn phục_vụ nhanh .",5,1,positive
"Đồ_Ăn ngon , nhân_viên nhiệt_tình đặc_biệt là bé triều anh dễ_thương quá nè",5,1,positive
"Nhân_viên luôn cười tươi với khách , nhiệt_tình hỗ_trợ , cảm_giác được chào_đón . Sẽ luôn ủng_hộ ❤ ️",5,1,positive
"Đồ ăn ngon . Nhân_viên nhiệt_tình , vui_vẻ nha .",5,1,positive
"không_gian thoải_mái , nhân_viên dễ_thương nhiệt_tình chào khách . thức_ăn nóng giòn , phục_vụ nhanh chính_xác . sẽ quay lại",5,1,positive
"13 / 11 / 22 - 18h00 . Hôm_nay mình có mua đồ cụ_thể là 2 bánh trứng ( 17k / 1 cái ) . Nhân_viên tư_vấn mua 3 tặng 1 với giá 54k , mà mình thanh_toán xong nhìn lên bảng Menu là 4 cái = 54k . . Mình thì không có để_ý nhưng vẫn đang không biết là khuyến_mãi chỗ nào ? . Nhân_viên cũng không đưa hóa_đơn lờ đi như đang rất bận_rộn mặc_dù không đông khách . . Về bánh thì không được ngon , 2 bánh cũ - 2 bánh mới thì chưa chính .",2,1,negative
"Gà nóng giòn , thời_gian lên món lẹ . Nhân_viên niềm_nở . Sẽ quay lại đây khi có dịp .",5,1,positive
Mọi thuw rất tỏt nhà_hàng rất OK sản phảm ngon giá_cả hợp_lý . Bài xe rất thoáng mat,5,1,positive
"Cửa_hàng to mà nhân_viên làm_việc thiếu chuyên_nghiệp , quán hết món thì hủy và tắt app đi để tx chạy tới gọi khách_hàng_hủy !",1,1,negative
Ban ao trang vui_tinh ; cho xin inf ban ao trang duoc khong sốp,5,1,positive
Đồ ăn rất ngon mọi người nên thử 🤤,5,1,positive
"Các quá ngon và chất_lượng , đồ ăn nóng_hổi",5,1,positive
"Gà quá ngon , nhân_viên phục_vụ chu_đáo",5,1,positive
"Quán ngon dịch_vụ tốt , xứng_đáng mọi người ghé Trãi nghiệm thử ạ 🌷",5,1,positive
"Bạn quản_lí nam phục_vụ nhanh_nhẹn , đồ ăn ngon",5,1,positive
"Thái_độ rất tốt , thân_thiện nhiệt_tình 10đ nha . Thích cái chị tư_vấn cho mình rất dễ_thương",5,1,positive
"Nhà_hàng có chị Quản_lý quá ok , thân_thiện , đồ ăn luôn mới , sẽ ghé nhà_hàng dài_dài 😍 😍 😍 😍",5,1,positive
nhân_viên dễ_thương thức_ăn ngon,5,1,positive
"Thuc an ngon , nv nhiet tinh",5,1,positive
"Ăn ngon , nhân_viên vui_vẻ nhiệt_tình",5,1,positive
Đồ_ăn nóng nhìn sạch_sẽ quản_lí nhân_viên tươi_cười dễ_thương,5,1,positive
"Đồ ăn ngon , nhân_viên nhiệt_tình , vui_vẻ",5,1,positive
Đồ ăn ngon nhân_viên thân_thiện,5,1,positive
"chưa bao_giờ ăn bánh tart ngon như ở KFC chi_nhánh NVQ , nhân_viên dth tư vând nhiệt_tình 10đ k có nhưng",5,1,positive
Nhân_viên làm đồ rất lâu,2,1,negative
"Nghỉ trưa mát_mẻ , ăn_uống ngon_miệng hợp vệ_sinh",5,1,positive
"Nhà_hàng nhân viện chu_đáo thân_thiện , sạch_sẽ , lên món nhanh đầy_đủ , chất_lượng đồ ăn tốt 👍",5,1,positive
"Món ăn ngon , nhân_viên phục_vụ thân_thiện nhiệt_tình , đáng để trải nghiệm .",5,1,positive
"Nhà_hàng tuyệt . Trang_trí đẹp , nhân_viên thân_thiện đồ ăn ngon và đặc_biệt lên món rất nhanh",5,1,positive
"Nóng , sắm máy_lạnh không dám bật , đưa 6 cục thịt gà khô_rang thì ăn kiểu gì ?",1,1,negative
Chất_lượng phục_vụ quá tệ . . - Không dọn nhìn bề_bộn . . - Chờ rất lâu . . - Nhân_viên nói_chuyện quá ồn và như hét vào mặt khách .,3,1,neutral
"miifnh gọi khoai lớn nhưng nv set cho size vừa và mì thì nguội quá trời , trộn k tách sợi mì ra đc luôn : ) ) ) ) ) )",1,1,negative
Nhân_viên nhiệt_tình 😀 thức ân_ngon,5,1,positive
"Nhân_viên kfc thật tuyệt_vời , phục_vụ tận_tình nhanh_chóng",5,1,positive
Đồ_ăn nóng bắp_cải trộn ngon nhân_viên nhiệt_tình,5,1,positive
